"STATION","NAME","DATE","PRCP"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-18","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-20","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-22","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-23","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-24","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-25","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-26","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-30","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-03-31","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-01","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-02","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-03","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-04","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-05","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-06","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-07","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-08","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-09","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-10","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-11","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-18","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-20","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-22","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-23","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-24","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-25","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-26","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-04-30","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-01","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-02","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-03","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-04","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-05","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-06","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-07","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-08","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-09","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-10","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-11","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-18","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-20","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-22","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-23","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-24","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-25","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-26","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-29","0.17"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-30","0.96"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-05-31","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-01","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-02","0.05"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-03","0.01"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-04","0.19"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-05","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-06","1.03"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-07","5.82"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-08","2.16"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-09","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-10","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-11","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-12","1.72"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-13","1.86"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-14","0.89"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-15","0.17"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-16","7.25"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-17","11.37"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-18","0.07"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-20","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-22","0.45"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-23","1.48"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-24","0.28"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-25","2.12"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-26","0.12"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-28","0.01"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-06-30","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-01","2.70"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-02","3.27"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-03","0.78"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-04","0.15"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-05","0.46"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-06","1.80"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-07","3.35"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-08","2.44"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-09","2.28"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-10","0.28"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-11","1.40"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-13","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-14","0.04"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-15","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-16","0.09"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-17","0.04"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-18","0.49"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-19","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-20","0.05"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-21","0.03"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-22","0.13"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-23","0.05"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-24","0.12"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-25","0.22"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-26","0.32"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-27","0.58"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-28","0.05"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-29","0.07"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-30","0.16"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-07-31","0.20"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-01","0.33"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-02","1.48"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-03","0.31"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-04","0.79"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-05","1.41"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-06","0.17"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-07","0.59"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-08","0.38"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-09","0.63"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-10","0.41"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-11","2.06"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-12","0.94"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-13","0.05"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-14","0.21"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-15","2.35"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-16","0.44"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-17","0.24"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-18","0.06"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-19","7.93"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-20","2.90"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-21","1.06"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-22","0.12"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-23","0.69"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-24","0.41"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-25","0.02"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-26","0.28"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-27","0.35"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-28","0.12"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-29","0.76"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-30","0.64"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-08-31","0.60"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-01","0.10"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-02","0.64"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-03","1.50"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-04","0.54"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-05","1.35"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-06","0.39"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-07","0.07"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-08","0.35"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-09","0.11"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-10","0.43"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-11","0.91"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-18","0.35"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-19","0.10"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-20","0.05"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-22","5.12"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-23","0.11"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-24","0.01"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-25","0.04"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-26","0.03"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-27","0.01"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-09-30","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-01","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-02","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-03","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-04","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-05","0.61"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-06","0.17"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-07","0.95"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-08","0.01"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-09","0.65"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-10","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-11","0.11"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-18","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-20","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-22","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-23","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-24","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-25","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-26","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-30","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-10-31","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-01","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-02","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-03","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-04","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-05","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-06","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-07","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-08","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-09","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-10","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-11","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-18","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-20","0.00"
